economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin14a,fin14b,fin15,fin16,fin17a,fin19,fin20,fin21,fin22a,fin22b,fin24,fin25,fin30,fin31a,fin31b,fin31c,fin32,fin33,fin34a,fin34b,fin34c1,fin34c2,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c1,fin39c2,fin40,fin41,fin46,fin47a,fin47b,fin47c1,fin47c2,fin47c3,fin47c4,fin47c5,mobileowner,account_fin,account,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_onlne_mobintbuy,pay_cash,pay_cash_mobintbuy
"Korea, Rep.",KOR,202281390,2.023636818,Female,43,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,(dk),(dk),no,,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,yes,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,4,4,,2,,,,,
"Korea, Rep.",KOR,179178269,2.272502716,Female,41,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,yes,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,192640258,0.597668351,Female,38,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,178572328,0.921303969,Female,34,completed tertiary or more,Second 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,156990506,1.062168547,Female,24,completed tertiary or more,Richest 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,141234456,1.821948048,Female,41,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,yes,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,209789114,0.442684991,Male,40,secondary,Second 20%,in workforce,yes,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,yes,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,no,yes,,,,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,Main source: Money from working,4,4,,1,,,,,
"Korea, Rep.",KOR,128325139,1.001433781,Male,32,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,yes,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,149995034,0.910265935,Male,25,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,(ref),,,,,,,,yes,yes,yes,no,,,Yes,No,no,,,,,,,,yes,yes,yes,no,no,Main source: Selling assets,1,1,,1,,,,,
"Korea, Rep.",KOR,124851278,1.33941685,Male,49,secondary,Poorest 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,152115874,0.82948084,Female,26,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,190494491,0.226787163,Male,64,completed tertiary or more,Richest 20%,in workforce,no,,,no,yes,yes,yes,yes,yes,,,,,,,,,no,no,yes,no,no,no,no,no,no,no,Possible,ref,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,152390930,0.393421391,Male,70,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,yes,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,no,no,yes,no,,,yes,yes,no,no,yes,no,,,,,,,,,,,yes,yes,yes,yes,yes,Main source: Family or friends,2,2,,1,,,,,
"Korea, Rep.",KOR,122036162,0.412282136,Male,82,secondary,Poorest 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,yes,no,,,,,,,,yes,yes,no,no,no,no,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",3,3,,2,,,,,
"Korea, Rep.",KOR,191540174,0.226787163,Female,55,secondary,Richest 20%,out of workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,137134165,0.68662633,Female,59,secondary,Middle 20%,out of workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,118906630,2.230547767,Male,50,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,180980248,0.958505525,Female,33,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,no,no,yes,no,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,197620201,1.832622788,Female,68,completed primary or less,Fourth 20%,in workforce,(dk),,,,,no,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,yes,no,no,yes,(dk),,,,yes,no,no,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,205806824,0.363236922,Female,60,secondary,Poorest 20%,out of workforce,no,,,,,no,,,,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,yes,no,no,no,yes,no,,,no,,,,,,,,yes,no,no,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",2,4,,4,,,,,
"Korea, Rep.",KOR,141208943,1.948609618,Male,43,secondary,Fourth 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,yes,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,125399377,0.921303969,Female,27,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Savings,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,143511643,0.896303973,Female,48,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,yes,no,yes,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,yes,no,,,Yes,No,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,182467267,2.272502716,Male,41,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,yes,yes,yes,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,146014943,0.585177523,Male,59,completed tertiary or more,Fourth 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,no,yes,no,yes,yes,yes,no,no,yes,no,Possible,Main source: Money from working,yes,yes,no,,yes,yes,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,123235887,1.533328338,Female,41,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,no,yes,no,no,no,no,Not possible,,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,117267583,1.055846099,Female,23,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,198682955,0.226787163,Male,65,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,yes,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,1,,1,,,,,
"Korea, Rep.",KOR,144000333,0.342689578,Male,50,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,no,yes,no,no,no,yes,no,no,yes,no,(dk),,yes,no,no,yes,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,2,,,,,
"Korea, Rep.",KOR,125728852,0.950613628,Female,31,secondary,Second 20%,out of workforce,yes,yes,yes,yes,yes,yes,no,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,199302445,1.280825382,Female,60,secondary,Richest 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,122966718,1.21728176,Female,19,secondary,Middle 20%,in workforce,yes,yes,yes,(dk),(dk),no,,no,no,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Not possible,,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,135680928,0.226787163,Female,75,completed tertiary or more,Richest 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,124405103,1.005950411,Male,64,secondary,Fourth 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,yes,yes,yes,no,,,No,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,175970570,2.272502716,Female,45,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,163192663,0.30119523,Male,53,completed tertiary or more,Richest 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,124136960,1.027195242,Female,46,secondary,Middle 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,yes,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,162450968,0.331335757,Female,92,secondary,Poorest 20%,out of workforce,no,,,no,(dk),no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,no,no,yes,no,,,,,,,,no,no,,,,,,,no,,,,,,,,no,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,2,,,,,
"Korea, Rep.",KOR,170533704,0.508145288,Male,62,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,no,no,no,no,no,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,no,no,no,no,,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,Main source: Money from working,4,4,,1,,,,,
"Korea, Rep.",KOR,139713074,0.940949707,Female,28,completed tertiary or more,Richest 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Not possible,,yes,yes,no,,yes,yes,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,164672169,0.294270469,Female,50,completed tertiary or more,Middle 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,154205200,0.62632076,Female,37,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,yes,,yes,no,yes,yes,,,No,,yes,no,no,yes,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,3,4,,1,,,,,
"Korea, Rep.",KOR,207735372,0.896257569,Male,25,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,no,no,no,yes,yes,no,yes,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,173983915,0.226787163,Male,56,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,no,no,,,,,,,yes,yes,yes,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,144643940,1.170355045,Male,62,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,no,yes,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,yes,no,,,Yes,No,no,yes,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,1,,1,,,,,
"Korea, Rep.",KOR,208901057,2.090206957,Female,17,secondary,Second 20%,out of workforce,yes,yes,yes,yes,yes,yes,no,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,119988907,0.78205115,Male,27,completed tertiary or more,Poorest 20%,in workforce,no,,,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Some other source,yes,yes,no,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,180475019,2.272502716,Female,43,secondary,Middle 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,129023329,0.443394422,Male,56,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,yes,yes,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,148916421,2.272502716,Female,47,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,147694841,0.226787163,Male,55,completed tertiary or more,Middle 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,yes,yes,no,,yes,yes,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,200121438,1.043196132,Male,30,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,176661599,1.062168547,Female,33,completed tertiary or more,Fourth 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,no,no,no,no,no,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,197092439,0.275888807,Female,68,completed tertiary or more,Richest 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,yes,no,Not possible,,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,149233644,0.616897704,Male,54,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,no,no,yes,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,no,no,yes,no,,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,Main source: Family or friends,4,4,,1,,,,,
"Korea, Rep.",KOR,168439894,0.99547285,Male,24,secondary,Second 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,no,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,yes,no,no,no,no,no,,,yes,yes,no,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,4,,,,,
"Korea, Rep.",KOR,140386950,0.885565462,Male,50,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,126715168,1.907925324,Male,39,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,177631746,0.78205115,Male,24,completed tertiary or more,Poorest 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,no,yes,no,no,yes,no,no,no,yes,no,Not possible,,yes,yes,yes,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,191595018,0.226787163,Male,62,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Not possible,,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,yes,no,no,no,no,no,,,,,,,,,,,yes,yes,yes,no,yes,into an account,3,4,,1,,,,,
"Korea, Rep.",KOR,195185894,1.226462234,Male,56,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,130300515,0.791554427,Male,67,completed tertiary or more,Poorest 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,No,yes,yes,yes,no,,,No,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,133184118,1.454122706,Male,67,completed primary or less,Second 20%,out of workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,yes,yes,yes,no,,,Yes,Yes,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,1,,,,,
"Korea, Rep.",KOR,121511040,1.014888538,Male,52,secondary,Poorest 20%,in workforce,no,,,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,no,no,no,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,3,,,,,
"Korea, Rep.",KOR,198769555,1.66668857,Male,38,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,no,no,no,no,no,no,no,yes,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,180154058,0.226787163,Male,84,completed tertiary or more,Middle 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,yes,no,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,135048027,1.093274087,Male,41,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,no,no,no,no,no,no,no,no,yes,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,133861562,0.531320223,Male,,completed tertiary or more,Fourth 20%,out of workforce,no,,,,,no,,,,no,no,no,no,no,no,no,no,no,no,(ref),no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,no,no,no,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
